5.507180e+02	1.947777e+00	5.961497e-03
5.517478e+02	1.887075e+00	9.503913e-03
5.537470e+02	1.788339e+00	7.089130e-03
5.567118e+02	1.559627e+00	9.436684e-03
5.577555e+02	1.556527e+00	7.977479e-03
5.586902e+02	1.522148e+00	8.347247e-03
5.598700e+02	1.488860e+00	7.100030e-03
5.606570e+02	1.536860e+00	6.325944e-03
5.616791e+02	1.530293e+00	8.075326e-03
5.627017e+02	1.491025e+00	1.765887e-02
5.647136e+02	1.630227e+00	8.152502e-03
5.667181e+02	1.678588e+00	1.123879e-02
5.677170e+02	1.818834e+00	9.610436e-03
5.687177e+02	1.860025e+00	7.390107e-03
5.697258e+02	1.857081e+00	8.097806e-03
5.707526e+02	1.926582e+00	8.541498e-03
5.727551e+02	2.133348e+00	6.497837e-03
5.737215e+02	2.286568e+00	1.099933e-02
5.756875e+02	2.386445e+00	1.292571e-02
5.817317e+02	2.433110e+00	8.514422e-03
5.828300e+02	2.524718e+00	9.731550e-03
5.838341e+02	2.462536e+00	8.216010e-03
5.847895e+02	2.454645e+00	1.247655e-02
5.858605e+02	2.539065e+00	9.474248e-03
5.877764e+02	2.630734e+00	8.044170e-03
5.887821e+02	2.698902e+00	8.543859e-03
5.897693e+02	2.662381e+00	1.003252e-02
5.907677e+02	2.625892e+00	1.330658e-02
5.917584e+02	2.652637e+00	1.007470e-02
5.927618e+02	2.578186e+00	9.278082e-03
5.937636e+02	2.276128e+00	2.189456e-02
5.948047e+02	2.511005e+00	1.530567e-02
5.958015e+02	2.363479e+00	1.017919e-02
5.968003e+02	2.440302e+00	1.076898e-02
5.978005e+02	2.350379e+00	1.185343e-02
5.988010e+02	2.086974e+00	3.490997e-02
6.007205e+02	2.378523e+00	1.399969e-02
6.017713e+02	2.312817e+00	1.570869e-02
6.028002e+02	2.270242e+00	1.055129e-02
6.038428e+02	2.164098e+00	1.399004e-02
6.048036e+02	2.066051e+00	1.656489e-02
6.057268e+02	2.096450e+00	1.046086e-02
6.077301e+02	1.952360e+00	3.032183e-02
